,Unnamed: 0,article,dataset,Faithful Summary,Generic Summary,summ_id
24,24,"At about 21:00 BST on Friday, a man armed with a knife entered a shop at Northland Avenue in the Rosemount area and demanded money. Police said the suspect was restrained by members of the public until officers arrived and arrested him. Another man was arrested nearby a short time later. The men, who are both 19, are to appear in court on Monday. They are charged with attempted robbery, conspiracy to rob and possession of an offensive weapon.",xsum,"Two 19-year-old men have been arrested after attempting to rob a shop at knife-point in the Rosemount area, and have been charged with attempted robbery, conspiracy to rob, and possession of an offensive weapon.","Two 19-year-old men are to appear in court on Monday after being charged with attempted robbery, conspiracy to rob and possession of an offensive weapon following an incident in a shop in the Rosemount area, in which one of the men entered the store armed with a knife and was restrained by members of the public until police arrived.",bcb75aaad4ea11edaf5f1b63c3919b11
25,25,"India's gross domestic product (GDP) grew by 5.3% in the quarter compared with a year earlier, data showed. That is down from 6.1% in the previous quarter. Analysts were expecting the same figure for January to March. India is the third-largest economy in Asia but has been struggling with inflation and currency weakness. Since July last year, the Indian rupee has seen one of the biggest declines among Asian currencies, dropping more than 27% against the US dollar. ""Shocking numbers as growth was even lower than lows witnessed during the financial crisis,"" said Anubhuti Sahay from Standard Chartered Bank in Mumbai. The BBC's Yogita Limaye in Mumbai said that just a year ago India was aspiring for double-digit growth. But a global slowdown has reduced external demand, and high inflation coupled with a weak rupee has made things more expensive within the country. Domestic demand, which India's economy is largely reliant on, has also slowed in part due to the political upheaval in the country. India's economy is suffering from ""policy incoherence, shifting global risk appetite and a comatose government"", said Rajeev Malik, senior economist at brokerage CLSA India's Prime Minister Manmohan Singh admitted early this month that his government must do more to get the once fast-growing economy moving again. The Congress-led coalition government is caught up in a slew of corruption scandals. Key policy reforms, including allowing foreign investment in India's retail sector, have been delayed in parliament for more than a year. This has worried foreign investors and threatened the country's investment grade credit rating. ""This is definitely a very important signal for the government - this is a make or break situation for India and the government has to step on the panic button,"" said Rupa Rege Nitsure, chief economist at Bank of Baroda in Mumbai. ""If the government doesn't step in now, India's sovereign ratings may be jeopardised.""",xsum,"India's GDP grew by 5.3%, down from 6.1% in the previous quarter, due to inflation and currency weakness, a global slowdown reducing external demand, weak domestic demand, and policy incoherence, all of which threatens the country's investment grade credit rating if the government does not step in soon.","India's gross domestic product (GDP) growth for the first quarter of 2013 fell to 5.3%, down from 6.1% in the previous quarter, due to a reduction in external demand, high inflation, the weak rupee, policy incoherence and a comatose government, and if the government does not act now, India's sovereign ratings may be jeopardised.",bcb75b18d4ea11edaf5f1b63c3919b11
26,26,"His previous jobs were at Celtic and Bolton, but moving to the second tier of Scottish football was no hindrance to him returning to work at Easter Road. Lennon saw the vacancy as an opportunity, and that was enough to encourage Hibs that a figure of his profile and experience would accept a role in the Championship. Even though his last job in Scotland involved leading a team on Champions League duty, Lennon's mind has not been swayed by haughtiness. The appointment of the former Celtic manager as successor to Alan Stubbs suits both parties, because it is mutually beneficial. Success is alluring, and Hibs offer Lennon the chance to accumulate more achievements. He was immediately engaged in crisis management at his previous club Bolton, but will find stability, potential and accomplishment at Easter Road. The demand will be to deliver promotion, but that will not seem daunting when the majority of the squad that pushed Rangers for a while last season then won the Scottish Cup is still in place. Lennon's task is to refine and bolster the team, when new managers are often faced with a period of overhaul. Stubbs left the club on an emotional high after delivering their first Scottish Cup in 114 years, but before the final against Rangers there was a tangible sense of exasperation that promotion had been missed. Hibs were entitled to feel that it was an unnecessary failure given their circumstances. The club is about to embark on a third season in the Championship, but by most other measures they can be considered a top-flight outfit. The budget will be significantly more than the rest of the teams in the division, the training ground at East Mains and facilities are first-class, the football side of the business is stable and well-run by George Craig, the club's head of football operations, the squad is full of talent. Lennon can rely on consistently assured performances from the likes of David Gray, Darren McGregor, Paul Hanlon, Lewis Stevenson, John McGinn, Fraser Fyvie, Dylan McGeouch, James Keatings and Jason Cummings. Some minor issues remain, such as who will fill the goal next season, but the challenge is more on adding depth and strength of will to the squad and man-management. McGinn, one of the most reliably effective players in the Championship last season, has already insisted that he remains committed to Hibs despite the failure to achieve promotion. The 21-year-old midfielder provides the kind of industry and spirit that a team can be built around. There may be critical decisions to make, though, since Cummings is entering the final year of his contract and so represents a sellable asset. He is a regular goalscorer, though, and Stubbs had to sign Anthony Stokes on loan last January to provide some support up front. These are tweaks compared to the amount of work Stubbs had to carry out when he was appointed two years ago. Hibs are ready to be guided forward, not waiting to be rescued. When Lennon left Celtic two years ago, it was to pursue a",xsum,"Former Celtic manager, Neil Lennon, has agreed to take on the role of manager at Hibernian, with the aim of delivering promotion from the Scottish Championship.","Neil Lennon's appointment as the new manager of Hibernian FC is mutually beneficial, as the club offers him the chance for more achievements and stability, while also preparing to be guided forward under his management towards their ambition to gain promotion to the Scottish Premiership.",bcb75b86d4ea11edaf5f1b63c3919b11
27,27,"The water pipes in the town are old and prone to leaks and bursts, Severn Trent Water said. Part of Milford Road is expected to be closed until the summer as a metal water pipe is replaced. Diversions will be in place. The road is ""just too narrow"" in parts to be kept open as large machinery will be used, a spokesman said. More than 12 miles (20km) of new water pipes are being laid from the Shugborough area into Stafford town centre. In the first phase, which began in September, pipes were installed on Tixall Road for a new housing development nearby.",xsum,Part of Milford Road in Stafford will be closed until summer due to the replacement of a metal water pipe as part of a project to lay more than 12 miles of new pipes to update the town's aging water infrastructure.,"Milford Road will be closed until the summer for the replacement of a metal water pipe due to the old and leak-prone state of the town's water pipes, with diversions in place as large machinery will be used, and over 12 miles of new water pipes are being installed from the Shugborough area into Stafford town centre, beginning with Tixall Road in September.",bcb75bf4d4ea11edaf5f1b63c3919b11
28,28,"Harry Maceachen, from Shrewsbury, was born with a rare disease and had the life-saving transplant on Thursday. His father Simon donated part of his liver after no suitable match was found from the organ donor register. Grandmother Alison Price, a former theatre sister, said: ""The consultants are very happy with their progress."" She said it had been a ""very, very difficult 12 months"", adding: ""The operations were satisfactory. Everything is going on according to plan....the consultants are very happy with their progress."" Harry was born with biliary atresia, which meant he had blocked bile ducts. He had a transplant before his first birthday but that liver had begun to fail, so a second one was required. Harry underwent the operation on Thursday at Birmingham Children's Hospital and Mr Maceachen was operated on at Queen Elizabeth Hospital in the city. His grandmother said: ""I used to look after him (Harry) three days a week when his mother went back to teaching and he got to know me very well. ""I think we've got a special bond. He was born on my 63rd birthday."" She said Harry's two-year-old brother, Sam, has been ""impeccably behaved"". ""It's hard for him. It's the first time he's been away from his mother for as long as this and he obviously misses Harry, as we all do."" She added: ""It's brilliant with the support (the family have) had and the support we've had as grandparents. ""The whole family's pulled together and they have a wonderful lot of friends.""",xsum,"A one-year-old boy from Shrewsbury underwent a life-saving organ transplant, donated by his father, due to a rare disease he was born with that caused his bile ducts to be blocked.","A one-year-old baby born with a rare disease, biliary atresia, has undergone a life-saving liver transplant from his father after no suitable match was found on the organ donor register; the baby's grandmother, a former theatre sister, has reported that both the baby and father are progressing well post-surgery.",bcb75c6cd4ea11edaf5f1b63c3919b11
29,29,"The man, who has not been named, was dismissed following disciplinary proceedings, Devon and Somerset Fire Service said. Molly Wigmore, 76, died in the fire at her Plymouth home in October last year. The first 999 call was made at 05:17 GMT but none had arrived by the time a second call was made at 06:44, ahead of a fire engine arriving at 06:50. Ms Wigmore's house, in Sussex Road, is about a mile and a half from Camels Head Fire Station. An inquest is expected to examine whether the delay played any part in her death, on 19 October. The fire service said in a statement it was unable to comment on the case until the inquest was over. ""We continue to offer the family of the deceased our deepest condolences,"" the service added. Tributes left at the house said Ms Wigmore was an ""inspirational, kind, gentle and sweet lady"".",xsum,"A firefighter has been dismissed following disciplinary proceedings related to a delay in responding to a house fire that killed a 76-year-old woman in Plymouth, with an inquest expected to examine whether the delay played any part in her death.",A firefighter has been dismissed following disciplinary proceedings by Devon and Somerset Fire Service after a delay in responding to a house fire in Plymouth in which an elderly woman died; an inquest is to examine whether the delay played a part in her death.,bcb75cd0d4ea11edaf5f1b63c3919b11
30,30,"The hosts had the better chances as Lee Gregory volleyed over and Steve Morison headed Shane Ferguson's cross wide. Walsall's best chance saw Florent Cuvelier long-range strike held by Millwall goalkeeper Jordan Archer. Substitute Aiden O'Brien fired over from long range as Millwall closed the gap on the play-offs to four points. Match ends, Millwall 0, Walsall 0. Second Half ends, Millwall 0, Walsall 0. Delay in match Jason McCarthy (Walsall) because of an injury. Foul by Steve Morison (Millwall). Eoghan O'Connell (Walsall) wins a free kick in the attacking half. Foul by Shaun Cummings (Millwall). Simeon Jackson (Walsall) wins a free kick in the defensive half. Corner, Walsall. Conceded by Shaun Cummings. Foul by Aiden O'Brien (Millwall). Joe Edwards (Walsall) wins a free kick in the defensive half. Attempt missed. Kieron Morris (Walsall) left footed shot from outside the box is high and wide to the left. Substitution, Walsall. Will Randall-Hurren replaces Erhun Oztumer. Attempt missed. Aiden O'Brien (Millwall) right footed shot from outside the box is high and wide to the right. Foul by Ben Thompson (Millwall). Joe Edwards (Walsall) wins a free kick on the right wing. Shaun Williams (Millwall) wins a free kick in the defensive half. Foul by Simeon Jackson (Walsall). Substitution, Walsall. Kieron Morris replaces Florent Cuvelier. Attempt missed. Joe Edwards (Walsall) header from the left side of the box is close, but misses to the left. Joe Edwards (Walsall) is shown the yellow card for a bad foul. Fred Onyedinma (Millwall) wins a free kick on the right wing. Foul by Joe Edwards (Walsall). Attempt blocked. Aiden O'Brien (Millwall) right footed shot from outside the box is blocked. Substitution, Walsall. Simeon Jackson replaces Amadou Bakayoko. Substitution, Millwall. Fred Onyedinma replaces Jed Wallace. Substitution, Millwall. Aiden O'Brien replaces Shane Ferguson. Steve Morison (Millwall) wins a free kick in the attacking half. Foul by Eoghan O'Connell (Walsall). Corner, Millwall. Conceded by Eoghan O'Connell. Attempt blocked. Ben Thompson (Millwall) right footed shot from outside the box is blocked. Corner, Millwall. Conceded by Eoghan O'Connell. Attempt missed. Joe Edwards (Walsall) left footed shot from the left side of the box is close, but misses to the left. Ben Thompson (Millwall) wins a free kick in the attacking half. Foul by Florent Cuvelier (Walsall). Foul by Steve Morison (Millwall). Isaiah Osbourne (Walsall) wins a free kick in the attacking half. Lee Gregory (Millwall) wins a free kick on the right wing. Foul by Eoghan O'Connell (Walsall). Second Half begins Millwall 0, Walsall 0. First Half ends, Millwall 0, Walsall 0.",xsum,Millwall drew 0-0 with Walsall as they sought to close the gap on the League One play-offs to four points.,"Millwall missed several chances to score in a goalless draw against Walsall, which keeps the team in the race for a play-off place but sees the Saddlers hovering above the relegation zone in League One.",bcb75d48d4ea11edaf5f1b63c3919b11
31,31,"Mayor Stephanie Rawlings-Blake said she was replacing Police Commissioner Anthony Batts with his deputy, Kevin Davis, for an interim period. The city was rocked by riots in April when a black man died after suffering injuries in police custody. Six officers were charged over the death of the 25-year-old, Freddie Gray. Speaking at a news conference on Wednesday, Mayor Rawlings-Blake said Mr Batts had ""served this city with distinction"" since becoming police chief in October 2012. But referring to the city's high homicide rate, she said ""too many continue to die"". ""The focus has been too much on the leadership of the department and not enough on the crime fighting,"" she told reporters, adding: ""We need to get the crime surge under control."" The city has seen a sharp increase in violence since Freddie Gray's death on 19 April, with 155 homicides this year, a 48% increase over the same period last year. On Tuesday, the police department announced that an outside organisation will review its response to the civil unrest that followed Mr Gray's death. The US justice department is also conducting a civil rights review of the Baltimore force and Mr Batts has been criticised by the city's police union. Earlier on Wednesday, the union released its report into the police handling of the rioting. It said officers had complained ""that they lacked basic riot equipment, training, and, as events unfolded, direction from leadership"". The report also said ""officers repeatedly expressed concern that the passive response to the civil unrest had allowed the disorder to grow into full scale rioting"". Recent events had ""placed attention on police leadership"", Ms Rawlings-Blake said, but denied her decision was influenced by the union report. Mr Davis, who is taking over immediately as interim police chief, praised his ""friend"" Mr Batts and said he was a ""true reform commissioner"". Mayor Rawlings-Blake said Mr Davis would ""bring accountability to police, hold officers who act out of line accountable for their actions"".",xsum,"Baltimore's Police Commissioner Anthony Batts has been replaced by Kevin Davis for an interim period due to a rise in violence and homicide rates in the city since the death of Freddie Gray in police custody, which has led to Baltimore police being placed under scrutiny from outside organisations and criticised by the city's police union.","Police Commissioner Anthony Batts of Baltimore has been replaced by his deputy, Kevin Davis, due to a recent increase in crime rates&nbsp;and has subsequently been criticised by the city's police union for inadequate training, equipment and direction &ndash; claiming the passive response to the civil unrest had allowed the disorder to escalate; the removal of Batts has not been influenced by the union report. &nbsp;",bcb75db6d4ea11edaf5f1b63c3919b11
32,32,"Media playback is unsupported on your device 10 November 2014 Last updated at 03:26 GMT While there's a big focus on the meetings between some of the world's largest countries, there is a second, parallel conference going on. This one features the CEOs of some of world's largest corporations with big operations in the region, like the US retailing giant Walmart. The BBC's Celia Hatton reports.",xsum,"CEOs of some of the world's largest corporations, including Walmart, are attending a parallel conference during the meetings between the world's largest countries.","CEOs of some of the world's largest corporations, including Walmart, are attending a parallel conference during the meetings between some of the world's largest countries.",bcb75e1ad4ea11edaf5f1b63c3919b11
33,33,"NHS Highland asked people to avoid the site last week, after 50 people fell ill with the sickness bug. Consultant microbiologist Dr Chin Lim said three wards remained closed to new admissions and visitors but the rest of the hospital was open. Tests have confirmed the presence of the bug in wards 7C, 2C and 2A. In a statement, Dr Lim thanked people for their ""patience and understanding"". He added: ""While I am pleased that we have been able to reopen to visiting we know norovirus is still in the community so would ask that visitors are limited to two per patient and that if you, or anyone you live with, has had symptoms of diarrhoea and vomiting you refrain from coming into the hospital until you are clear for 72 hours.""",xsum,"Visiting restrictions have been lifted at Raigmore Hospital in Inverness, but caution remains after 50 people fell ill with the norovirus sickness bug.","Three wards remain closed at Caithness General Hospital in Scotland after tests confirmed the presence of the norovirus, although the rest of the hospital is open and visitors limited to two per patient until symptom-free for 72 hours.",bcb75e92d4ea11edaf5f1b63c3919b11
34,34,"Visitors and residents protested against Lepe Country Park closing its gates by 20:00, particularly during the summer months. The park has views over the Solent towards the Isle of Wight. Hampshire County Council said opening hours would now take account of sunrise and sunset but extra costs would have to be met by additional charges. Paul Stewart, of the Keep Lepe Open Longer, campaign said: ""It will be good news if and when it goes ahead."" But he criticised the extra charges: ""If it were open all the time they wouldn't need someone to monitor the car park."" The council had originally said opening times were set to minimise the risk of anti-social behaviour. Mr Stewart said that decision was ""persecuting the majority because of the actions of the minority"". A decision on exact opening times between April and September will be made at a later stage, after consultation with the landowners and customers.",xsum,"Protests against closing Lepe Country Park gates at 20:00 in the summer months have resulted in changes that take into account sunrise and sunset; however, the additional costs will require extra charges.","Lepe Country Park in Hampshire, UK, will extend its opening hours to take account of sunrise and sunset, but visitors will face additional charges to cover monitoring the car park and opening and closing the gates, sparking a protest by those who feel they are being penalised for the actions of a few.",bcb75f00d4ea11edaf5f1b63c3919b11
35,35,"A letter sent by party activists in north Wales claimed Michelle Brown has been ""abrasive and discourteous"" to them. It was sent to UKIP's national executive committee (NEC) before a row over racial slurs about a Labour MP, for which Ms Brown apologised. But UKIP chairman Paul Oakden said the letter did not follow proper process. A UKIP assembly group spokesman said the letter was written by a group with a ""long-standing grudge"" against the AM. The ruling NEC body discussed the issue at a meeting on Friday, where they also decided to allow a controversial anti-Islam campaigner to run for the UKIP leadership. Mr Oakden said: ""A member of the NEC had contacted the person that is putting this forward and said to them they need to follow the proper process of completing the necessary forms and submitting them to the NEC. ""Members simply emailing the NEC saying we want you to do this is not the correct disciplinary process for the party, by any stretch of the imagination. ""A member of the NEC has gone back and given advice on what they need to do."" Shaun Owen, secretary of UKIP's Delyn branch, wrote to the NEC saying: ""For some time we have been appalled by the abrasive and discourteous manner of Ms Brown towards UKIP locally. ""Her lack of effort in pursuing the aims of the party both locally and nationally is of concern to members across the region."" Mr Owen added he believed members would stop supporting UKIP if Ms Brown remained in the role. However, a spokesman for the party's assembly group dismissed the letter as written by a ""tiny and insignificant group"". In February, Ms Brown denied an allegation she had smoked recreational drugs in a hotel room. Later that month, she said she had acted ""with propriety"" after it was revealed she had discussed how an advert for a job in her assembly office could be changed to help her brother get an interview for the post. Meanwhile, UKIP's NEC confirmed that 11 hopefuls in the contest to succeed Paul Nuttall as leader will be able to run as candidates. The list includes Anne Marie Waters, the founder of the Sharia Watch pressure group, who has described Islam as evil. UKIP AM David Rowlands had said Ms Waters is probably ""too extreme"" to be allowed to stand but she claimed the party was trying to ""ostracise"" her. Other candidates who have also cleared the NEC's vetting process and are going forward to a vote of the membership include Welsh activist John Rees-Evans, London Assembly member Peter Whittle and Scottish MEP David Coburn. Mr Nuttall resigned after the general election in June when the party failed to win any seats and saw its vote plummet.",xsum,"UKIP's national executive committee (NEC) has criticised a group of Welsh party members who made complaints about north Wales assembly member Michelle Brown, saying that proper disciplinary procedures were not followed.","UKIP's national executive committee has criticised a letter from party activists calling for Michelle Brown, one of its assembly members in Wales, to be sacked, saying the letter breached the correct process. The NEC also confirmed that controversial anti-Islam campaigner Anne Marie Waters would be allowed to stand for the leadership along with 10 other candidates.",bcb75f6ed4ea11edaf5f1b63c3919b11
36,36,"Though the unverified story was short on details, and did not have the husband's side of the story, ""divorced because of fat face"" quickly became a top trend on microblogging network Weibo. State media picked up the story on Thursday, which was first reported in a local evening paper earlier this week. Liaoshen Wanbao reported the 49-year-old woman in Shenyang city had claimed her husband had divorced her 10 years ago because he disliked the shape of her face, said to be ""large and square"" with ""fat cheeks"". She said it spurred her to undergo facial surgery three times at a local hospital to shave her jawbones and reshape her face into a slimmer shape. During the third surgery the doctors discovered that if they proceeded further her nerves may be damaged, and halted the procedure. The woman, identified only by her surname Wang, later sued the hospital for 1.7 million yuan ($260,900; Â£183,900) in damages. She alleged the surgery had left her with soreness in her chin, and she could only eat and drink through a straw as ""when she exerted force on her lower jaw, she had the sensation that it would break"". The hospital, however, argued that the surgeries were conducted according to regulations, and pointed out that they encouraged her to seek psychiatric help instead of a third operation, which she refused. After mediation the woman agreed to accept 20,000 yuan ($3,100, Â£2,200) as compensation, said the report. On Weibo, some condemned the woman's husband, but others also chastised the woman. One top-voted comment read: ""It's purely an excuse, if her face was large then why did he decide to marry her in the first place? If he stopped loving her then he should have just said so."" It continued: ""This woman is also very silly to have believed that her face shape was the real reason for the divorce, she is lying to herself."" Said another Weibo user: ""Even if you had gone for facial surgery and made your face smaller, he would still have found other reasons to divorce you."" One person noted the sharp difference in the compensation amount and voiced suspicions: ""1.7 million was dropped to 20,000, it makes me wonder if she really did have a problem with her jaw."" Still others took the opportunity to crack jokes. ""What an odd reason for divorce! I wonder how square was this woman's square-shaped face? Like a television set? Microwave oven?"" Plastic surgery has long been a hot topic on Weibo. In December, users similarly expressed outrage when a Chinese man took out a newspaper advertisement pleading for his wife to go for plastic surgery. More than seven million cosmetic surgeries were performed in China in 2014. The industry's value, pegged at around 400bn yuan, is expected to double by 2019, according to the China Association of Plastics and Aesthetics.",xsum,"A Chinese woman sues a hospital for 1.7 million yuan after three facial surgeries to reshape her face failed to save her marriage due to her husband's dislike of her ""large and square"" face.","A woman in China has won a lawsuit against a hospital after undergoing three facial operations to make her face smaller following a divorce, which she said was due to her ""large and square"" with ""fat cheeks"".",bcb75fdcd4ea11edaf5f1b63c3919b11
37,37,"Aided by dancers, confetti cannons and a man in a mirrored suit, the Canadian band revived revellers' spirits with a series of arms-aloft anthems. ""In a lifetime of pretty much impossible things that have happened to our band, this is the highlight,"" said frontman Win Butler. Earlier, every stage at the event was closed after lightning struck ground. Dance act Rudimental were escorted off the main stage mid-set, and had to abandon their planned encore - Feel The Love, with guest vocalist John Newman. ""We're quite upset,"" musician Amir Amor told the BBC, ""but we had a great time anyway"". Metallica's Lars Ulrich was flying into the site by helicopter as the storm descended. ""It was kind of frightening,"" he said. ""When we landed, all the people picking us up were going, 'we didn't expect you were going to fly in this weather'. ""But the pilot didn't say anything about that. We saw the lightning up there. I thought it was pyrotechnics for Arcade Fire."" The thunderstorm heralded a brief but torrential downpour, and the power cut took BBC coverage off the air. Music resumed on the main stage at 19:00 BST with Lily Allen, who dedicated an expletive-laden song to FIFA president Sepp Blatter. Other performers on Friday included Blondie, who proved so popular it became impossible to enter or leave The Other Stage at lunchtime, and Paolo Nutini, whose soulful ballads were a fitting soundtrack as dusk fell over Somerset. Sophie Ellis-Bextor sneaked some disco into her set at the largely-acoustic Avalon Stage, while the pulsing synthpop of Glaswegian band Chvrches made for a steamy atmosphere in the John Peel tent as fans danced off the downpour. Arcade Fire took to the stage shortly after 22:00 BST, their arrival heralded by a man dressed from head-to-toe in a mirrored suit. Bravely, considering the weather conditions, the 12-piece band were largely dressed in white, but if they were worried about laundry bills, it didn't show. They threw themselves around the stage, thrashing and spinning as though plagued by a swarm of invisible bees, each member switching instruments between - and often during - songs. As well as guitars, they played steel drums, xylophones and even a hurdy gurdy. Frontman Win Butler made frequent excursions into the audience and, during the song Flashbulb Eyes, plucked a camera from a press photographer and carried it on stage to capture the band's performance. The set list was evenly spread across their four albums, with highlights including No Cars Go, Neighborhood #1 (Tunnels) and Rebellion (Lies). The group's recurring subject matter of suburban despair and alienation might have seemed like an odd fit for Glastonbury's peace and love ethos, but there is an optimism and belief in humanity at the core of their music. Plus, they have really catchy choruses. The band's willingness to embrace all walks of life was displayed on Friday night during the song We Exist - about a teenager whose father struggles to accept his sexuality. As the opening chords rang out, a troupe of transgender and cross-dressing dancers joined the",xsum,"Arcade Fire electrified an already electrified Glastonbury Festival on Friday with their energetic set despite the earlier power outage caused by a lightning strike, holding nothing back and bringing an army of elaborate dancers, confetti cannons, and costume changes with them.","Canadian band Arcade Fire revive Glastonbury's spirits with a storming set including a troupe of transgender and cross-dressing dancers, as lightning strikes earlier in the day had closed every stage&nbsp;and a power cut cancelled BBC coverage.&nbsp;",bcb7604ad4ea11edaf5f1b63c3919b11
38,38,"The husband-and-wife duo overcame Indonesian pair Praveen Jordan and Debby Susanto 21-19 17-21 21-9. It was the Adcocks' fifth straight win over the world number four ranked pair. They will face China's Zheng Siwei and Chen Qingchen in Sunday's mixed doubles final. Badminton is one of five sports to lose its UK Sport funding for the 2020 Olympics, but is appealing against the decision.",xsum,"England's mixed doubles badminton pair Chris and Gabrielle Adcock have reached the final of the Malaysia Masters tournament, where they will meet China's Zheng Siwei and Chen Qingchen, as the sport fights back after losing its UK Sport funding for the 2020 Olympics.","Chris and Gabrielle Adcock have advanced to the mixed doubles badminton final at the World Championships after defeating the Indonesian pair Praveen Jordan and Debby Susanto, however badminton is one of five sports that has lost its UK Sport funding for the 2020 Olympics, despite appealing against the decision.",bcb760b8d4ea11edaf5f1b63c3919b11
39,39,"The organisers of Common People commissioned the inflatable structure for the event on Southampton Common on Saturday and Sunday. The castle, measuring 23.8m by 20.7m by 12.8m, is taller than the Great Wall of China and can be used by 100 people. It will also appear at the organisers' other festivals - Bestival on the Isle of Wight and Camp Bestival in Dorset. Festival organiser Rob da Bank said: ""We do love breaking a record and this is one of our funnest builds so far."" There is currently no record for the world's biggest bouncy castle. Guinness World Records is yet to verify the record. Common People, now in its second year, features Duran Duran, Primal Scream, Craig David and Public Enemy. For the first time, a simultaneous event is also being held in South Parks, Oxford. The current record for a bouncy castle was set in 1997 by Dana Caspersen and William Forsythe, the festival said. The castle, measuring 19m by 19m by 12m, took six hours to erect at the Roundhouse in Camden, north London.",xsum,"Organisers of the Common People festival in Southampton have commissioned the creation of the world's largest bouncy castle, which is taller than the Great Wall of China and can hold up to 100 people, with Rob da Bank stating that it is ""one of our funnest builds so far"".","The organisers of Common People festival have built what they claim to be the world's largest bouncy castle, measuring 23.8m by 20.7m by 12.8m, taller than the Great Wall of China, but it is yet to be verified by Guinness World Records.",bcb76126d4ea11edaf5f1b63c3919b11
40,40,"Byron Rhodes is taking me around the modern council headquarters. It's full of light. It's busy. The building has regenerated the area around Melton Mowbray's railway station, once a muddy pot-holed piece of wasteland where those in the know parked for free. Now the council offices link the station to a park and the town centre. It was partly paid for with insurance money after a fire destroyed the old offices on the other side of town. A supermarket moved in to replace it and helped with the money too, putting the council on a firm financial footing. But that was four years ago and the crisis is a different one today. It's being experienced by all local authorities - cuts in central government funding which threaten the services they provide. Mr Rhodes is also deputy leader of Leicestershire County Council, with responsibility for finance. Leicestershire is historically the poorest funded council in the country because of a quirk of Whitehall recalculations, going back a quarter of a century since the poll tax, or community charge, was scrapped. At the moment councils get income from council tax, a share of the business rates, any income they generate themselves from services plus a grant from central government. It's the grant cut which is causing them grief. What's called the ""core funding"" is worked out by the number of homes multiplied by a set amount. And each authority has a different value set per dwelling. If we look at Surrey, which is top of the table, the amount will be £1,686 by 2019/20. Nottinghamshire is mid-table at £1,482, Derbyshire is in the lower reaches with £1,422 per dwelling and then comes Leicestershire at £1,354. ""The funding system is chaotic,"" says Byron Rhodes. ""It doesn't reflect real need. Look at Oxfordshire which is an interesting example,"" he says with a glint in his eye. Could he possibly be referring to the prime ministerial plea to the county council about cutbacks to services there? ""If we had the same funding as Oxfordshire, we'd have £50m a year extra. If we had the same as Surrey, we'd have £100m more. We'd be partying everyday if we had that kind of money."" Leicestershire have been helped with a small share of what's been called transitional funding - about £300m to help councils following pressure from Conservative MPs. Think back to the vote on Sunday trading. With a majority of only 17 in the Commons, the Conservatives lost the vote when 20 odd rebelled. Last month there would've been another rebellion, including some of our own Tory MPs in the East Midlands, if something wasn't done to improve the local government finance settlement over the next four years. The money has gone largely to shire counties. Leicestershire got £6.6m spread over two years, enough to save some services from closure. But it's a drop in the ocean for an authority with a £19m black hole in the budget every year after the latest cutbacks. Labour have protested that 83% of the councils getting transition funding are Conservative-run. Many Labour-run",xsum,"Local authorities are facing cuts in central government funding, with Leicestershire County Council being historically the poorest funded council due to a ""chaotic"" funding system that does not reflect real need, says Byron Rhodes, deputy leader of Leicestershire County Council with responsibility for finance.","Leicestershire County Council is struggling with funding cuts which are based on a chaotic system and threaten the services they provide, with the council historically being one of the poorest funded as a result of a quirk of Whitehall recalculations; they have received transitional funding of £6.6m while the total black hole in the council’s budget remains £19m, while criticism has been levied at the Conservatives over the allocation of funding, particularly as the same council would receive £50m more per year in funding if funded at the same level as the more generously funded Oxfordshire county council.",bcb76194d4ea11edaf5f1b63c3919b11
